#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-06-23T10:41:38 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ558937d63ccc	
#INFO	-out.max=unlimited	
#INFO	queryParameters=19	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/577/A128&tab:{J/A+A/577/A128/tablea3}&key:source=J/A+A/577/A128/tablea3&HTTPPRM:&
#-source=J/A+A/577/A128/tablea3
#-order=I
#-out=Karmn
#-out=SpTl
#-out=r_SpTl
#-out=l_SpTb
#-out=SpTb
#-out=l_SpTc
#-out=SpTc
#-out=SpT2
#-out=SpT5
#-out=SpTP
#-out=SpTR
#-out=SpTC
#-out=l_SpT
#-out=SpT
#

#RESOURCE=yCat_35770128
#Name: J/A+A/577/A128
#Title: CARMENES input catalogue of M dwarfs. I (Alonso-Floriano+, 2015)
#Table	J_A_A_577_A128_tablea3:
#Name: J/A+A/577/A128/tablea3
#Title: Spectral type from literature and our work
#Column	Karmn	(a13)	Our CARMENES star identification \linkRole{basic star data }	[ucd=meta.id;meta.main]
#Column	SpTl	(a15)	Spectral type from bibliography	[ucd=src.spType]
#Column	r_SpTl	(a16)	Reference for SpT from bibliography, in refs.dat file	[ucd=meta.ref;pos.frame]
#Column	l_SpTb	(A2)	[<= ] Limit flag on SpTb	[ucd=meta.code.error]
#Column	SpTb	(F4.1)	? Spectral type from best-fit match	[ucd=src.spType]
#Column	l_SpTc	(A2)	[<=> ] Limit flag on SpTc	[ucd=meta.code.error]
#Column	SpTc	(F4.1)	? Spectral type from chi2 match	[ucd=src.spType]
#Column	SpT2	(F4.1)	? Spectral type from TiO2 index	[ucd=src.spType]
#Column	SpT5	(F4.1)	? Spectral type from TiO5 index	[ucd=src.spType]
#Column	SpTP	(F4.1)	? Spectral type from PC1 index	[ucd=src.spType]
#Column	SpTR	(F4.1)	? Spectral type from VO-7912 index	[ucd=src.spType]
#Column	SpTC	(F4.1)	? Spectral type from Color-M index	[ucd=src.spType]
#Column	l_SpT	(A1)	Limit flag on SpT	[ucd=meta.code.error]
#Column	SpT	(a7)	Adopted spectral type	[ucd=src.spType]
Karmn|SpTl|r_SpTl|l_SpTb|SpTb|l_SpTc|SpTc|SpT2|SpT5|SpTP|SpTR|SpTC|l_SpT|SpT
J18162+686   |m:             |Simbad          |  | 1.5|  | 1.5| 2.0| 1.5| 1.5| 1.5| 1.0| |M1.5V
J18224+620   |M4.5V          |PMSU            |  | 4.0|  | 4.0| 4.0| 4.0| 4.5| 4.5| 4.5| |M4.0V
J18253+186   |               |                |  | 3.5|  | 3.5| 3.5| 3.5| 3.5| 3.5| 3.0| |M3.5V
J18306-039   |               |                |  | 4.5|  | 5.0| 4.5| 4.5| 5.0| 4.5| 4.5| |M4.5V
J18313+649   |M4.5V          |RS14            |  | 3.5|  | 3.5| 4.0| 3.5| 3.0| 3.5| 3.0| |M3.5V
J18338+194   |M3.0V          |RS14            |  | 3.0|  | 3.0| 2.5| 2.5| 3.0| 3.0| 3.0| |M3.0V
J18353+457   |M0.0V          |PMSU            |  | 0.5|  | 0.5| 0.5| 0.5| 0.0| 0.0| 0.0| |M0.5V
J18354+457   |M3.5V          |PMSU            |  | 2.5|  | 2.5| 3.0| 3.0| 3.0| 3.5| 3.0| |M2.5V
J18400+726   |M6.5V          |Reid04          |  | 7.0|  | 6.0| 6.5| 6.5| 6.5| 7.0| 6.5| |M6.5V
J18409+315   |M1.5V          |Lep13           |  | 1.0|  | 1.0| 1.0| 1.0| 1.0| 0.5| 1.0| |M1.0V
J18423-013   |M2III:wk       |JE12            |  |    |  |    |    |    |    |    |    | |MIII
J18427+596N  |M3.0V          |PMSU            |  | 3.0|  | 3.0| 3.0| 3.0| 3.0| 3.0| 3.0| |M3.0V
J18427+596S  |M3.5V          |PMSU            |  | 3.5|  | 3.5| 3.5| 3.5| 3.0| 3.5| 3.5| |M3.5V
J18453+188   |               |                |  | 4.0|  | 4.0| 4.0| 4.0| 4.0| 4.0| 3.5| |M4.0V
J18467+007   |               |                |  | 4.0|  | 4.0| 4.5| 4.0| 4.0| 4.0| 3.5| |M4.0V
J18482+076   |M5.0V          |Lep13           |  | 5.0|  | 5.5| 5.0| 5.0| 5.0| 5.0| 5.0| |M5.0V
J18491-032   |               |                |  | 4.5|  | 4.5| 4.5| 4.5| 4.5| 4.5| 4.5| |M4.5V
J18499+186   |M4.5V          |Reid04          |  | 4.5|  | 4.5| 4.0| 4.0| 4.5| 4.5| 4.5| |M4.5V
J18542+109   |               |                |  | 4.0|  | 4.0| 4.0| 4.0| 4.0| 4.0| 4.0| |M4.0V
J18550+429   |M4.0V          |Riaz06          |  | 4.0|  | 4.0| 4.5| 4.0| 4.0| 4.5| 3.5| |M4.0V
J18570+473   |M2.5V          |RS14            |  | 2.5|  | 2.5| 2.5| 3.0| 2.5| 2.5| 2.5| |M2.5V
J19052+387   |M3.5V          |Reid07          |  | 3.5|  | 3.5| 3.5| 3.5| 4.0| 3.5| 3.5| |M3.5V
J19060-074   |M5.5V          |RS14            |  | 2.5|  | 2.5| 2.5| 2.5| 2.5| 2.5| 2.5| |M2.5V
J19070+208   |M2.0V          |PMSU            |  | 2.0|  | 2.0| 2.0| 2.0| 1.5| 1.5| 2.0| |M2.0V
J19072+442   |M4.5V          |Reid04          |  | 4.5|  | 4.5| 4.5| 4.5| 4.5| 4.5| 4.5| |M4.5V
J19105-075   |               |                |  | 3.5|  | 3.0| 3.5| 3.5| 3.5| 3.5| 3.0| |M3.5V
J19164+842   |               |                |  | 5.0|  | 5.0| 4.5| 5.0| 5.0| 5.0| 4.5| |M5.0V
J19168+003   |               |                |  | 3.5|  | 3.5| 4.0| 3.5| 3.5| 3.5| 3.0| |M3.5V
J19169+051N  |M2.5V          |PMSU            |  | 2.5|  | 2.0| 2.5| 2.5| 2.5| 2.5| 2.5| |M2.5V
J19169+051S  |M8.0V          |PMSU            |  | 8.0|> | 6.0|    |    | 8.0|    | 7.5| |M8.0V
J19243+426   |M3.0V          |RS14            |  | 3.5|  | 4.0| 3.5| 3.5| 4.0| 4.0| 3.5| |M3.5V
J19260+244   |M4.5V          |Reid04          |  | 4.5|  | 4.5| 4.5| 4.0| 4.5| 4.5| 4.0| |M4.5V
J19271+770   |M4.0V          |RS14            |  | 2.5|  | 2.5| 3.0| 3.0| 2.0| 2.5| 2.0| |M2.5V
J19282-001   |               |                |  | 5.0|  | 5.0| 5.0| 5.0| 5.5| 5.0| 5.0| |M5.0V
J19312+361AB |M4.5V          |Cab10           |  | 4.5|  | 4.5| 4.5| 4.5| 4.5| 5.0| 4.0| |M4.5V
J19316-069   |               |                |  | 2.5|  | 2.5| 3.0| 3.0| 2.5| 3.0| 2.5| |M2.5V
J19327-068   |               |                |  | 3.5|  | 3.5| 3.5| 3.5| 4.0| 4.0| 3.5| |M3.5V
J19346+045   |K5V            |PMSU            |  | 1.5|  | 1.5|-1.5|-1.0| 1.5| 0.0| 1.5| |sdM1:
J19390+338   |               |                |  | 3.5|  | 3.5| 4.0| 4.0| 4.0| 4.0| 3.5| |M3.5V
J19393+148   |               |                |  | 3.0|  | 3.0| 3.0| 3.0| 3.0| 3.0| 3.0| |M3.0V
J19421+656   |M4.0V          |RS14            |  | 3.0|  | 3.0| 3.5| 3.0| 3.5| 3.0| 3.0| |M3.0V
J19430+102   |M3.0V          |RS14            |  | 2.0|  | 2.0| 2.5| 2.0| 2.0| 2.5| 2.0| |M2.0V
J19439-057   |M4.0V          |Riaz06          |  | 3.5|  | 3.5| 4.0| 4.0| 3.5| 4.0| 3.5| |M3.5V
J19452+407   |               |                |  | 0.5|  | 0.5| 0.0| 0.0| 0.5| 0.5| 0.5| |M0.5V
J19519+141   |M1.0V          |RS14            |  | 0.5|  | 0.5| 1.0| 0.5| 0.5| 0.5| 1.0| |M0.5V
J19524+603   |               |                |  | 3.0|  | 3.0| 3.0| 3.0| 3.0| 3.5| 3.0| |M3.0V
J19539+444WAB|M5.5V          |PMSU            |  | 5.5|  | 5.5| 5.5| 5.5| 5.0| 5.5| 5.5| |M5.5V
J19539+444E  |M5.5V          |PMSU            |  | 5.5|  | 5.5| 5.5| 5.5| 5.5| 5.5| 5.5| |M5.5V
J19547+844   |               |                |  | 4.0|  | 4.0| 4.0| 4.0| 4.0| 4.5| 3.5| |M4.0V
J19564+591   |M3.5V          |PMSU            |  | 3.5|  | 3.0| 3.5| 3.5| 3.5| 3.5| 3.0| |M3.5V
J19565+591   |M0:pV          |PMSU            |  |-1.0|  |-1.0| 0.0|-0.5|-0.5| 0.0|-0.5| |K7V
J19578-108   |M4.0V          |Riaz06          |  | 4.5|  | 4.5| 4.5| 4.0| 4.5| 4.5| 4.0| |M4.5V
J20021+130AB |               |                |  | 3.5|  | 3.5| 3.5| 3.5| 3.5| 3.5| 3.5| |M3.5V
J20033+672   |M3.0V          |RS14            |  | 3.0|  | 2.5| 3.0| 3.0| 3.0| 2.5| 3.0| |M3.0V
J20034+298   |M4.5V          |PMSU            |  | 4.5|  | 4.5| 4.5| 4.5| 4.5| 4.5| 4.5| |M4.5V
J20047+512   |M3.5V          |Bid85           |  | 3.5|  | 3.0| 3.0| 3.5| 3.0| 3.5| 3.0| |M3.0V
J20065+159   |               |                |  | 2.0|  | 2.0| 2.0| 2.0| 2.0| 2.0| 2.0| |M2.0V
J20077+189   |M3:V           |Bid85           |  | 3.5|  | 3.5| 4.0| 4.0| 4.0| 4.0| 3.5| |M3.5V
J20093-012   |M5.0V          |Riaz06          |  | 5.0|  | 5.0| 5.0| 5.0| 5.0| 5.0| 4.5| |M5.0V
J20108+772   |K5V            |PMSU            |  |-1.0|  |-1.0|-0.5|-1.0|-1.0|-0.5|-1.5| |K7V
J20112+161   |M4.0V          |PMSU            |  | 4.0|  | 4.0| 4.0| 4.0| 4.0| 4.5| 4.0| |M4.0V
J20123-126   |               |                |  |-4.0|< |-3.0|    |    |    |    |    |<|K5V
J20177+059   |M3.0V          |RS14            |  | 2.5|  | 2.5| 3.0| 3.0| 3.0| 2.5| 2.5| |M2.5V
J20182-202   |M2.5V          |Reid07          |  | 2.5|  | 2.5| 3.0| 3.0| 3.0| 2.5| 2.5| |M2.5V
J20216-199   |               |                |  | 2.0|  | 1.5| 2.0| 2.0| 2.0| 1.5| 2.0| |M2.0V
J20254-198   |               |                |  | 4.5|  | 5.0| 5.0| 5.0| 5.0| 5.0| 4.5| |M5.0V
J20283+617   |               |                |  | 2.5|  | 2.5| 3.0| 2.5| 2.5| 2.5| 2.5| |M2.5V
J20300+003AB |               |                |  | 4.0|  | 4.5| 4.5| 4.5| 4.0| 4.5| 4.0| |M4.5V
J20332+283   |               |                |  | 4.0|  | 4.0| 4.0| 4.0| 4.5| 4.5| 4.0| |M4.0V
J20336+365   |M3.5V          |Reid04          |  | 3.5|  | 4.0| 3.5| 3.5| 3.5| 4.0| 3.5| |M3.5V
J20382+231   |M4.5V          |RS14            |  | 2.0|  | 2.0| 2.5| 2.0| 2.0| 2.0| 2.0| |M2.0V
J20405+154   |M4.5V          |PMSU            |  | 4.5|  | 4.5| 4.5| 4.5| 4.5| 4.5| 4.5| |M4.5V
J20407+199AB |M2.5V          |PMSU            |  | 2.5|  | 2.5| 2.5| 2.5| 2.5| 2.5| 2.5| |M2.5V
J20439+231   |M3.5V          |RS14            |  | 3.5|  | 3.0| 3.5| 3.5| 3.5| 3.5| 3.0| |M3.5V
J20467-118   |M4.0V          |Sch05           |  | 4.0|  | 4.0| 4.5| 4.0| 4.0| 4.5| 3.5| |M4.0V
J20510+399   |M3.0V          |RS14            |  | 3.0|  | 3.0| 3.0| 3.0| 3.0| 3.0| 3.0| |M3.0V
J20540+603   |               |                |  | 2.5|  | 2.5| 2.5| 2.5| 2.5| 2.5| 2.5| |M2.5V
J20581+401AB |M1V            |Lee84           |  |-1.0|  |-1.0|-0.5|-0.5|-0.5|-0.5|-0.5| |K7V
J20583+425   |M3.0V          |RS14            |  | 2.5|  | 2.5| 3.0| 3.0| 3.0| 3.0| 3.0| |M2.5V
J20593+530AB |M3.5Ve         |Mot97           |  | 3.5|  | 4.0| 4.0| 3.5| 3.5| 4.0| 3.5| |M3.5V
J21009+510   |M2.0Ve         |Mot97           |  | 2.5|  | 2.5| 3.0| 3.0| 2.5| 3.0| 2.5| |M2.5V
J21019-063   |M3.0V          |PMSU            |  | 2.5|  | 2.5| 2.5| 2.5| 2.5| 2.5| 2.5| |M2.5V
J21027+349   |M4.5V          |Reid04          |  | 4.5|  | 4.5| 5.0| 4.5| 4.5| 4.5| 4.0| |M4.5V
J21053+208   |M2.5V          |RS14            |  | 2.5|  | 2.5| 3.0| 3.0| 2.5| 2.5| 3.0| |M2.5V
J21057+502W  |               |                |  | 4.0|  | 3.5| 4.0| 4.0| 4.0| 4.0| 4.0| |M4.0V
J21057+502E  |               |                |  | 3.5|  | 3.5| 3.5| 3.5| 4.0| 4.0| 3.5| |M3.5V
J21068+387   |K5V            |Hen94           |  |-2.0|  |-2.0|    |    |    |    |    | |K5V
J21069+387   |K7V            |Hen94           |  | 0.5|  | 0.5|-1.5|-1.0| 0.5|-0.5| 0.5| |M0.5:V
J21074+198   |               |                |  | 0.5|  | 1.0| 2.0| 2.0| 0.5| 1.0| 0.5| |M1.0V
J21074+468   |               |                |  | 2.0|  | 2.0| 2.5| 2.5| 2.5| 2.5| 2.0| |M2.0V
J21109+469   |M2.5V          |Reid04          |  | 3.5|  | 3.0| 3.5| 3.5| 3.5| 3.5| 3.0| |M3.5V
J21114+658   |M3.0V          |RS14            |  | 2.0|  | 2.0| 2.0| 2.0| 2.0| 2.5| 2.0| |M2.0V
J21127-073   |               |                |  | 3.0|  | 3.5| 3.5| 3.5| 3.5| 3.5| 3.0| |M3.5V
J21147+160   |M3.5V          |RS14            |  | 3.5|  | 3.5| 4.0| 3.5| 4.0| 4.0| 3.5| |M3.5V
J21245+400   |M6.5V          |Lep03           |  | 5.5|  | 5.5| 5.0| 5.5| 5.5| 5.0| 5.5| |M5.5V
J21376+016   |M4.5V          |Lep13           |  | 4.5|  | 4.5| 4.5| 4.5| 4.5| 4.5| 4.0| |M4.5V
J21414+207   |M4.5V          |RS14            |  | 3.0|  | 3.0| 3.5| 3.0| 3.0| 3.5| 3.0| |M3.0V
J21466+668   |M4.0V          |Lep13           |  | 4.0|  | 4.0| 4.0| 4.0| 4.0| 4.0| 4.0| |M4.0V
J21467-212   |               |                |  | 4.0|  | 4.0| 4.0| 4.0| 4.0| 4.0| 3.5| |M4.0V
J21472-047   |M3.0V          |Lam14           |  | 4.0|  | 4.0| 4.5| 4.5| 4.5| 4.5| 4.0| |M4.5V
J21554+596AB |M4.0Ve         |Mot98           |  | 3.5|  | 4.0| 4.0| 4.0| 3.5| 4.0| 3.5| |M4.0V
J22021+014   |M0.0V          |PMSU            |  | 0.5|  | 0.5| 0.5| 0.5| 0.5| 0.5| 0.5| |M0.5V
J22035+036AB |               |                |  | 4.0|  | 4.5| 4.5| 4.0| 4.0| 4.5| 4.0| |M4.0V
J22088+117   |               |                |  | 5.0|  | 5.0| 4.5| 4.5| 5.0| 4.5| 4.5| |M4.5V
J22089-177   |M2.5V          |Boc05           |  | 2.5|  | 2.5| 2.5| 2.5| 2.5| 2.5| 2.5| |M2.5V
J22095+118   |               |                |  | 3.0|  | 3.0| 3.0| 3.0| 3.0| 3.0| 3.0| |M3.0V
J22114+409   |M5.5V          |Abe14           |  | 5.5|  | 5.5| 5.5| 5.5| 5.5| 5.0| 5.5| |M5.5V
J22160+546   |M4.0V          |PMSU            |  | 4.0|  | 4.0| 4.0| 4.0| 4.0| 4.0| 4.0| |M4.0V
J22202+067   |M3V:           |Bid85           |  | 3.0|  | 3.0| 2.5| 3.0| 2.5| 2.5| 2.5| |M2.5V
J22234+324AB |M3.0V          |PMSU            |  | 3.0|  | 2.5| 3.0| 3.0| 3.0| 3.0| 2.5| |M3.0V
J22264+583   |               |                |  | 3.0|  | 3.5| 3.0| 3.0| 3.5| 3.0| 3.0| |M3.0V
J22300+488AB |               |                |  | 5.0|  | 5.0| 4.0| 3.5| 4.5| 4.0| 4.5| |M4.5V
J22386+567   |M4III          |,Gar89, Kir91   |  |    |  |    |    |    |    |    |    | |MIII
J22387+252   |M3.5V          |Reid04          |  | 3.5|  | 3.5| 3.0| 3.0| 3.5| 3.5| 3.5| |M3.5V
J22396-125   |M3.0V          |PMSU            |  | 3.0|  | 3.0| 3.5| 3.5| 3.0| 3.0| 3.0| |M3.0V
J22415+260   |M3.0V          |Riaz06          |  | 3.5|  | 3.5| 3.5| 3.0| 3.5| 3.5| 3.0| |M3.5V
J22437+192   |M3.0V          |Reid07          |  | 3.0|  | 2.5| 3.0| 3.0| 2.5| 3.0| 2.5| |M3.0V
J22476+184   |M3.5V          |Reid04          |  | 2.5|  | 2.5| 3.0| 3.0| 2.5| 3.0| 2.5| |M2.5V
J22489+183   |M4.0V          |Abe14           |  | 4.0|  | 4.5| 4.5| 4.0| 4.5| 4.5| 4.0| |M4.5V
J22509+499   |               |                |  | 4.0|  | 4.0| 4.5| 4.5| 4.0| 4.5| 3.5| |M4.0V
J22524+099AB |M3.0V          |PMSU            |  | 3.0|  | 3.0| 3.0| 3.0| 3.0| 3.0| 3.0| |M3.0V
J22526+750   |               |                |  | 4.5|  | 4.5| 4.5| 4.5| 5.0| 4.5| 4.5| |M4.5V
J22582-110   |M2.5V          |Reid07          |  | 2.5|  | 2.5| 3.5| 3.5| 3.0| 3.5| 2.5| |M2.5V
J22588+690   |m:             |Simbad          |  | 3.0|  | 3.0| 3.5| 3.5| 3.0| 3.5| 3.0| |M3.0V
J23006+036   |               |                |  | 3.0|  | 3.0| 3.0| 3.0| 3.0| 3.0| 3.0| |M3.0V
J23028+436   |M4.0V          |Reid07          |  | 4.0|  | 4.5| 4.5| 4.0| 4.0| 4.5| 4.0| |M4.0V
J23036-072   |k:             |Simbad          |  | 2.5|  | 2.5| 3.0| 3.0| 3.0| 3.0| 3.0| |M2.5V
J23036+097   |               |                |  | 3.5|  | 3.0| 3.5| 3.0| 3.5| 3.5| 3.5| |M3.5V
J23051+519   |               |                |  | 3.5|  | 3.0| 3.5| 3.5| 3.5| 4.0| 3.5| |M3.5V
J23051+452   |               |                |  | 3.5|  | 3.5| 4.0| 3.5| 3.5| 4.0| 3.5| |M3.5V
J23070+094   |M1III          |,JM53, Kir91    |  |    |  |    |    |    |    |    |    | |MIII
J23177+490   |M2III          |,Gar89, SB06    |  |    |  |    |    |    |    |    |    | |MIII
J23182+795   |m:             |Simbad          |  | 3.0|  | 3.0| 3.0| 3.0| 3.0| 3.0| 2.5| |M3.0V
J23194+790   |M4.0V          |Lep13           |  | 3.5|  | 3.5| 4.0| 3.5| 4.0| 4.0| 3.5| |M3.5V
J23209-017AB |M4.0V+m4.0:    |,Riaz06, Dae07  |  | 4.0|  | 4.0| 4.0| 3.5| 4.0| 4.0| 3.5| |M4.0V
J23220+569   |               |                |  | 2.5|  | 3.0| 3.5| 3.5| 3.0| 3.0| 3.0| |M3.0V
J23228+787   |m5.0           |Law08           |  | 4.5|  | 4.5| 6.0| 6.0| 4.5| 5.5| 4.0| |M5.0:V
J23235+457   |K8V            |Simbad          |  |-4.0|< |-3.0|    |    |    |    |    |<|K5V
J23261+170AB |M4.5           |Reid07          |  | 4.0|  | 4.5| 4.0| 4.0| 4.0| 4.5| 4.0| |M4.0V
J23266+453   |M3.5III        |Bid85           |  |    |  |    |    |    |    |    |    | |MIII
J23306+466   |M3V            |Bid85           |  | 1.5|  | 1.5| 2.0| 2.0| 2.0| 2.0| 2.0| |M2.0V
J23317-064   |M4.5V          |Reid07          |  | 4.5|  | 4.5| 4.0| 4.0| 5.0| 4.5| 4.5| |M4.5V
J23376+163   |M5.5V          |Sch05           |  | 5.5|  | 5.5| 5.5| 5.5| 5.5| 5.5| 5.5| |M5.5V
J23416-065   |               |                |  | 4.5|  | 4.5| 4.5| 4.5| 4.5| 4.5| 4.5| |M4.5V
J23417-059AB |M3.0V          |New14           |  | 3.5|  | 3.5| 3.5| 3.5| 3.5| 3.5| 3.5| |M3.5V
J23419+441   |M5.0V          |PMSU            |  | 5.0|  | 5.0| 5.0| 5.0| 5.0| 5.0| 5.0| |M5.0V
J23423+349   |               |                |  | 4.0|  | 4.0| 4.0| 4.0| 4.0| 4.0| 3.5| |M4.0V
J23425+392   |               |                |  | 0.0|  | 0.0|-0.5|-0.5| 0.0| 0.0| 0.0| |M0.0V
J23438+610   |k:             |Simbad          |  | 3.0|  | 3.0| 3.5| 3.5| 2.5| 3.0| 3.0| |M3.0V
J23490-086   |M2.5V          |Reid04          |  | 2.0|  | 2.0| 2.0| 2.5| 2.0| 2.0| 2.0| |M2.0V
J23559-133   |M3.0V          |Sch05           |  | 3.5|  | 3.5| 4.0| 3.5| 3.5| 4.0| 3.5| |M3.5V
J23560+150   |               |                |  | 2.5|  | 2.5| 2.5| 2.5| 2.5| 2.5| 2.5| |M2.5V
J23569+230   |K7V            |Ste86           |  | 1.5|  | 1.0| 1.5| 1.5| 1.5| 1.0| 1.5| |M1.5V
J23585+242   |K7V            |Lee84           |  |-1.0|  |-1.0|-1.0|-1.0|-1.0|-0.5|-0.5| |K7V
J23590+208   |               |                |  | 2.5|  | 2.0| 3.0| 3.0| 2.5| 3.0| 2.5| |M2.5V

